"Part Number","Datasheet","Description","Life-cycle","Polarity","VDSS(V)","VGSS(V)","ID(A)","PD(W)","Ciss(pF)","Qg(nC)","QOSS(nC)","trr(ns)","Qrr(nC)","RDS(ON)Max(Ω)|VGS|=1.2V","RDS(ON)Max(Ω)|VGS|=1.5V","RDS(ON)Max(Ω)|VGS|=1.8V","RDS(ON)Max(Ω)|VGS|=2.5V","RDS(ON)Max(Ω)|VGS|=4V","RDS(ON)Max(Ω)|VGS|=4.5V","RDS(ON)Max(Ω)|VGS|=6V","RDS(ON)Max(Ω)|VGS|=8V","RDS(ON)Max(Ω)|VGS|=10V","RDS(ON)Max(Ω)|VGS|=18V","Number of pins","Surface mount package","Toshiba Package Name","Generation","Type","Width x Length x Height(mm)","Package Size(mm^2)","Drive voltage type"
"SSM6P47NU","Datasheet","P-ch x 2 MOSFET, -20 V, -4.0 A, 0.095 Ω@4.5V, SOT-1118(UDFN6)","","P-ch x 2","-20","+/-8","-4.0","1.0","290","4.6","","","","","0.242","0.17","0.125","","0.095","","","","","6","Y","SOT-1118 (UDFN6)","U-MOSⅥ","","2.0 x 2.0 x 0.75","4.00","Low Voltage Gate Drive"
"SSM6P49NU","Datasheet","P-ch x 2 MOSFET, -20 V, -4.0 A, 0.045 Ω@10V, SOT-1118(UDFN6)","","P-ch x 2","-20","+/-12","-4.0","1.0","480","6.74","","","","","","0.157","0.076","","0.056","","","0.045","","6","Y","SOT-1118 (UDFN6)","U-MOSⅥ","","2.0 x 2.0 x 0.75","4.00","Low Voltage Gate Drive"
"SSM6P56FE","Datasheet","P-ch x 2 MOSFET, -20 V, -0.8 A, 0.39 Ω@4.5V, SOT-563(ES6)","","P-ch x 2","-20","+/-8","-0.8","0.15","100","1.6","","","","4.0","0.9","0.66","0.48","","0.39","","","","","6","Y","SOT-563 (ES6)","U-MOSⅥ","","1.6 x 1.6 x 0.55","2.56","Low Voltage Gate Drive"
"SSM6P69NU","Datasheet","P-ch x 2 MOSFET, -20 V, -4.0 A, 0.045 Ω@10V, SOT-1118(UDFN6)","","P-ch x 2","-20","+6/-12","-4.0","1.0","480","6.74","","","","","","","","","","","","","","6","Y","SOT-1118 (UDFN6)","U-MOSⅥ","","2.0 x 2.0 x 0.75","4.00","Low Voltage Gate Drive"
"SSM6P816R","Datasheet","P-ch x 2 MOSFET, -20 V, -6 A, 0.0301 Ω@4.5V, TSOP6F","","P-ch x 2","-20","+/-10","-6","1.4","1030","16.6","","","","","","0.0523","0.0388","","0.0301","","","","","6","Y","TSOP6F","U-MOSⅦ","","2.9 x 2.8 x 0.8","8.12","Low Voltage Gate Drive"
"T2N7002AK","Datasheet","N-ch MOSFET, 60 V, 0.2 A, 3.9 Ω@10V, SOT-23(SOT23)","","N-ch","60","+/-20","0.2","0.32","11","0.27","","","","","","","","","4.7","","","3.9","","3","Y","SOT-23 (SOT23)","U-MOSⅦ-H","","2.9 x 2.4 x 0.9","6.96","Logic-Level Gate Drive"
"T2N7002BK","Datasheet","N-ch MOSFET, 60 V, 0.4 A, 1.5 Ω@10V, SOT-23(SOT23)","","N-ch","60","+/-20","0.4","0.32","26","0.39","","","","","","","","","1.75","","","1.5","","3","Y","SOT-23 (SOT23)","U-MOSⅦ-H","","2.9 x 2.4 x 0.9","6.96","Logic-Level Gate Drive"
"TJ10S04M3L","Datasheet","P-ch MOSFET, -40 V, -10 A, 0.044 Ω@10V, DPAK+","","P-ch","-40","+10/-20","-10","27","930","19","","28","11","","","","","","","0.062","","0.044","","3","Y","DPAK+","U-MOSⅥ","","6.5 x 9.5 x 2.3","61.75","-10V Gate Drive"
"TJ15P04M3","Datasheet","P-ch MOSFET, -40 V, 0.036 Ω@10V, DPAK, U-MOSⅥ","","P-ch","-40","+/-20","-15","29","1100","26","","","","","","","","","0.048","","","0.036","","3","Y","DPAK","U-MOSⅥ","","6.6 x 10.0 x 2.3","66.00","Logic-Level Gate Drive"
"TJ15S06M3L","Datasheet","P-ch MOSFET, -60 V, -15 A, 0.05 Ω@10V, DPAK+","","P-ch","-60","+10/-20","-15","41","1770","36","","36","22","","","","","","","0.063","","0.05","","3","Y","DPAK+","U-MOSⅥ","","6.5 x 9.5 x 2.3","61.75","-10V Gate Drive"
"TJ15S10M3","Datasheet","P-ch MOSFET, -100 V, -15 A, 0.13 Ω@10V, DPAK+","","P-ch","-100","+10/-20","-15","75","3200","69","","70","95","","","","","","","","","0.13","","3","Y","DPAK+","U-MOSⅥ","","6.5 x 9.5 x 2.3","61.75","-10V Gate Drive"
"TJ20S04M3L","Datasheet","P-ch MOSFET, -40 V, -20 A, 0.0222 Ω@10V, DPAK+","","P-ch","-40","+10/-20","-20","41","1850","37","","30","14","","","","","","","0.032","","0.0222","","3","Y","DPAK+","U-MOSⅥ","","6.5 x 9.5 x 2.3","61.75","-10V Gate Drive"
"TJ30S06M3L","Datasheet","P-ch MOSFET, -60 V, -30 A, 0.0218 Ω@10V, DPAK+","","P-ch","-60","+10/-20","-30","68","3950","80","","39","22","","","","","","","0.028","","0.0218","","3","Y","DPAK+","U-MOSⅥ","","6.5 x 9.5 x 2.3","61.75","-10V Gate Drive"
"TJ40S04M3L","Datasheet","P-ch MOSFET, -40 V, -40 A, 0.0091 Ω@10V, DPAK+","","P-ch","-40","+10/-20","-40","68","4140","83","","39","22","","","","","","","0.013","","0.0091","","3","Y","DPAK+","U-MOSⅥ","","6.5 x 9.5 x 2.3","61.75","-10V Gate Drive"
"TJ50S06M3L","Datasheet","P-ch MOSFET, -60 V, -50 A, 0.0138 Ω@10V, DPAK+","","P-ch","-60","+10/-20","-50","90","6290","124","","48","36","","","","","","","0.0174","","0.0138","","3","Y","DPAK+","U-MOSⅥ","","6.5 x 9.5 x 2.3","61.75","-10V Gate Drive"
"TJ60S04M3L","Datasheet","P-ch MOSFET, -40 V, -60 A, 0.0063 Ω@10V, DPAK+","","P-ch","-40","+10/-20","-60","90","6510","125","","45","27","","","","","","","0.0094","","0.0063","","3","Y","DPAK+","U-MOSⅥ","","6.5 x 9.5 x 2.3","61.75","-10V Gate Drive"
"TJ60S06M3L","Datasheet","P-ch MOSFET, -60 V, -60 A, 0.0112 Ω@10V, DPAK+","","P-ch","-60","+10/-20","-60","100","7760","156","","51","39","","","","","","","0.0145","","0.0112","","3","Y","DPAK+","U-MOSⅥ","","6.5 x 9.5 x 2.3","61.75","-10V Gate Drive"
"TJ80S04M3L","Datasheet","P-ch MOSFET, -40 V, -80 A, 0.0052 Ω@10V, DPAK+","","P-ch","-40","+10/-20","-80","100","7770","158","","50","33","","","","","","","0.0079","","0.0052","","3","Y","DPAK+","U-MOSⅥ","","6.5 x 9.5 x 2.3","61.75","-10V Gate Drive"
"TJ8S06M3L","Datasheet","P-ch MOSFET, -60 V, -8.0 A, 0.104 Ω@10V, DPAK+","","P-ch","-60","+10/-20","-8.0","27","890","19","","35","20","","","","","","","0.13","","0.104","","3","Y","DPAK+","U-MOSⅥ","","6.5 x 9.5 x 2.3","61.75","-10V Gate Drive"
"TJ90S04M3L","Datasheet","P-ch MOSFET, -40 V, -90 A, 0.0043 Ω@10V, DPAK+","","P-ch","-40","+10/-20","-90","180","7700","172","","49","37","","","","","","0.006","","","0.0043","","3","Y","DPAK+","U-MOSⅥ","","6.5 x 9.5 x 2.3","61.75","Logic-Level Gate Drive"
"TK024N60Z1","Datasheet","N-ch MOSFET, 600 V, 0.024 Ω@10V, TO-247, DTMOSⅥ","Under development","N-ch","600","+/-30","80","506","8420","140","","","","","","","","","","","","0.024","","3","N","TO-247","DTMOSⅥ","High-speed switching","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK040N60Z1","Datasheet","N-ch MOSFET, 600 V, 0.04 Ω@10V, TO-247, DTMOSⅥ","Under development","N-ch","600","+/-30","52","297","5200","85","","380","6700","","","","","","","","","0.04","","3","N","TO-247","DTMOSⅥ","High-speed switching","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK040N65Z","Datasheet","N-ch MOSFET, 650 V, 0.04 Ω@10V, TO-247, DTMOSⅥ","","N-ch","650","+/-30","57","360","6250","105","","410","8000","","","","","","","","","0.04","","3","N","TO-247","DTMOSⅥ","High-speed switching","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK040Z65Z","Datasheet","N-ch MOSFET, 650 V, 0.04 Ω@10V, TO-247-4L, DTMOSⅥ","","N-ch","650","+/-30","57","360","6250","105","","410","8000","","","","","","","","","0.04","","4","N","TO-247-4L","DTMOSⅥ","High-speed switching","15.94 x 20.95 x 5.0","333.94","10V Gate Drive"
"TK042N65Z5","Datasheet","N-ch MOSFET, 650 V, 0.042 Ω@10V, TO-247, DTMOSⅥ","New Product","N-ch","650","+/-30","55","360","6280","105","","160","1100","","","","","","","","","0.042","","3","N","TO-247","DTMOSⅥ","High-speed diode","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK055U60Z1","Datasheet","N-ch MOSFET, 600 V, 0.055 Ω@10V, TOLL, DTMOSⅥ","","N-ch","600","+/-30","40","270","3680","65","","354","6000","","","","","","","","","0.055","","9","Y","TOLL","DTMOSⅥ","High-speed switching","9.9 x 11.68 x 2.3","115.63","10V Gate Drive"
"TK065N65Z","Datasheet","N-ch MOSFET, 650 V, 0.065 Ω@10V, TO-247, DTMOSⅥ","","N-ch","650","+/-30","38","270","3650","62","","350","6000","","","","","","","","","0.065","","3","N","TO-247","DTMOSⅥ","High-speed switching","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK065U65Z","Datasheet","N-ch MOSFET, 650 V, 0.065 Ω@10V, TOLL, DTMOSⅥ","","N-ch","650","+/-30","38","270","3650","62","","350","6000","","","","","","","","","0.065","","9","Y","TOLL","DTMOSⅥ","High-speed switching","9.9 x 11.68 x 2.3","115.63","10V Gate Drive"
"TK065Z65Z","Datasheet","N-ch MOSFET, 650 V, 0.065 Ω@10V, TO-247-4L, DTMOSⅥ","","N-ch","650","+/-30","38","270","3650","62","","350","6000","","","","","","","","","0.065","","4","N","TO-247-4L","DTMOSⅥ","High-speed switching","15.94 x 20.95 x 5.0","333.94","10V Gate Drive"
"TK068N65Z5","Datasheet","N-ch MOSFET, 650 V, 0.068 Ω@10V, TO-247, DTMOSⅥ","New Product","N-ch","650","+/-30","37","270","3765","68","","135","740","","","","","","","","","0.068","","3","N","TO-247","DTMOSⅥ","High-speed diode","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK080A60Z1","Datasheet","N-ch MOSFET, 600 V, 0.08 Ω@10V, TO-220SIS, DTMOSⅥ","Under development","N-ch","600","+/-30","30","45","2510","43","","345","4700","","","","","","","","","0.08","","3","N","TO-220SIS","DTMOSⅥ","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK080E60Z1","Datasheet","N-ch MOSFET, 600 V, 0.08 Ω@10V, TO-220, DTMOSⅥ","Under development","N-ch","600","+/-30","30","211","2510","43","","345","4700","","","","","","","","","0.08","","3","N","TO-220","DTMOSⅥ","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK080N60Z1","Datasheet","N-ch MOSFET, 600 V, 0.08 Ω@10V, TO-247, DTMOSⅥ","Under development","N-ch","600","+/-30","30","211","2510","43","","345","4700","","","","","","","","","0.08","","3","N","TO-247","DTMOSⅥ","High-speed switching","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK080U60Z1","Datasheet","N-ch MOSFET, 600 V, 0.08 Ω@10V, TOLL, DTMOSⅥ","Under development","N-ch","600","+/-30","30","211","2510","43","","345","4700","","","","","","","","","0.08","","9","Y","TOLL","DTMOSⅥ","High-speed switching","9.9 x 11.68 x 2.3","115.63","10V Gate Drive"
"TK085V60Z1","Datasheet","N-ch MOSFET, 600 V, 0.085 Ω@10V, DFN 8 x 8, DTMOSⅥ","Under development","N-ch","600","+/-30","30","211","2510","43","","345","4700","","","","","","","","","0.085","","5","Y","DFN 8 x 8","DTMOSⅥ","High-speed switching","8.0 x 8.0 x 0.85","64.00","10V Gate Drive"
"TK090A65Z","Datasheet","N-ch MOSFET, 650 V, 0.09 Ω@10V, TO-220SIS, DTMOSⅥ","","N-ch","650","+/-30","30","45","2780","47","","330","5100","","","","","","","","","0.09","","3","N","TO-220SIS","DTMOSⅥ","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK090E65Z","Datasheet","N-ch MOSFET, 650 V, 0.09 Ω@10V, TO-220, DTMOSⅥ","","N-ch","650","+/-30","30","230","2780","47","","330","5100","","","","","","","","","0.09","","3","N","TO-220","DTMOSⅥ","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK090N65Z","Datasheet","N-ch MOSFET, 650 V, 0.09 Ω@10V, TO-247, DTMOSⅥ","","N-ch","650","+/-30","30","230","2780","47","","330","5100","","","","","","","","","0.09","","3","N","TO-247","DTMOSⅥ","High-speed switching","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK090U65Z","Datasheet","N-ch MOSFET, 650 V, 0.09 Ω@10V, TOLL, DTMOSⅥ","","N-ch","650","+/-30","30","230","2780","47","","330","5100","","","","","","","","","0.09","","9","Y","TOLL","DTMOSⅥ","High-speed switching","9.9 x 11.68 x 2.3","115.63","10V Gate Drive"
"TK090Z65Z","Datasheet","N-ch MOSFET, 650 V, 0.09 Ω@10V, TO-247-4L, DTMOSⅥ","","N-ch","650","+/-30","30","230","2780","47","","330","5100","","","","","","","","","0.09","","4","N","TO-247-4L","DTMOSⅥ","High-speed switching","15.94 x 20.95 x 5.0","333.94","10V Gate Drive"
"TK095A65Z5","Datasheet","N-ch MOSFET, 650 V, 0.095 Ω@10V, TO-220SIS, DTMOSⅥ","New Product","N-ch","650","+/-30","29","45","2880","50","","115","580","","","","","","","","","0.095","","3","N","TO-220SIS","DTMOSⅥ","High-speed diode","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK095E65Z5","Datasheet","N-ch MOSFET, 650 V, 0.095 Ω@10V, TO-220, DTMOSⅥ","New Product","N-ch","650","+/-30","29","230","2880","50","","115","580","","","","","","","","","0.095","","3","N","TO-220","DTMOSⅥ","High-speed diode","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK095N65Z5","Datasheet","N-ch MOSFET, 650 V, 0.095 Ω@10V, TO-247, DTMOSⅥ","New Product","N-ch","650","+/-30","29","230","2880","50","","115","580","","","","","","","","","0.095","","3","N","TO-247","DTMOSⅥ","High-speed diode","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK095V65Z5","Datasheet","N-ch MOSFET, 650 V, 0.095 Ω@10V, DFN 8 x 8, DTMOSⅥ","New Product","N-ch","650","+/-30","28","230","2880","50","","115","580","","","","","","","","","0.095","","5","Y","DFN 8 x 8","DTMOSⅥ","High-speed diode","8.0 x 8.0 x 0.85","64.00","10V Gate Drive"
"TK099V65Z","Datasheet","N-ch MOSFET, 650 V, 0.099 Ω@10V, DFN 8 x 8, DTMOSⅥ","","N-ch","650","+/-30","30","230","2780","47","","330","5100","","","","","","","","","0.099","","5","Y","DFN 8 x 8","DTMOSⅥ","High-speed switching","8.0 x 8.0 x 0.85","64.00","10V Gate Drive"
"TK100A06N1","Datasheet","N-ch MOSFET, 60 V, 0.0027 Ω@10V, TO-220SIS, U-MOSⅧ-H","","N-ch","60","+/-20","263","45","10500","140","","100","220","","","","","","","","","0.0027","","3","N","TO-220SIS","U-MOSⅧ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK100A08N1","","N-ch MOSFET, 80 V, 0.0032 Ω@10V, TO-220SIS, U-MOSⅧ-H","","N-ch","80","+/-20","214","45","9000","130","","93","190","","","","","","","","","0.0032","","3","N","TO-220SIS","U-MOSⅧ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK100A10N1","Datasheet","N-ch MOSFET, 100 V, 0.0038 Ω@10V, TO-220SIS, U-MOSⅧ-H","","N-ch","100","+/-20","207","45","8800","140","","93","220","","","","","","","","","0.0038","","3","N","TO-220SIS","U-MOSⅧ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK100E06N1","Datasheet","N-ch MOSFET, 60 V, 0.0023 Ω@10V, TO-220, U-MOSⅧ-H","","N-ch","60","+/-20","263","255","10500","140","","100","220","","","","","","","","","0.0023","","3","N","TO-220","U-MOSⅧ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK100E08N1","Datasheet","N-ch MOSFET, 80 V, 0.0032 Ω@10V, TO-220, U-MOSⅧ-H","","N-ch","80","+/-20","214","255","9000","130","","93","190","","","","","","","","","0.0032","","3","N","TO-220","U-MOSⅧ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK100E10N1","Datasheet","N-ch MOSFET, 100 V, 0.0034 Ω@10V, TO-220, U-MOSⅧ-H","","N-ch","100","+/-20","207","255","8800","140","","93","220","","","","","","","","","0.0034","","3","N","TO-220","U-MOSⅧ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK100L60W","Datasheet","N-ch MOSFET, 600 V, 0.018 Ω@10V, TO-3P(L), DTMOSⅣ","","N-ch","600","+/-30","100","797","15000","360","","580","9000","","","","","","","","","0.018","","3","N","TO-3P(L)","DTMOSⅣ","","20.0 x 26.0 x 5.0","520.00","10V Gate Drive"
"TK100S04N1L","Datasheet","N-ch MOSFET, 40 V, 100 A, 0.0023 Ω@10V, DPAK+","","N-ch","40","+/-20","100","180","5490","76","","90","90","","","","","","0.0045","","","0.0023","","3","Y","DPAK+","U-MOSⅧ-H","","6.5 x 9.5 x 2.3","61.75","Logic-Level Gate Drive"
"TK10A50D","Datasheet","N-ch MOSFET, 500 V, 0.72 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","500","+/-30","10","45","1050","20","","","","","","","","","","","","0.72","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK10A50W","Datasheet","N-ch MOSFET, 500 V, 0.38 Ω@10V, TO-220SIS, DTMOSⅣ","","N-ch","500","+/-30","9.7","30","700","20","","250","2200","","","","","","","","","0.38","","3","N","TO-220SIS","DTMOSⅣ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK10A55D","Datasheet","N-ch MOSFET, 550 V, 0.72 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","550","+/-30","10","45","1200","24","","","","","","","","","","","","0.72","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK10A60W","Datasheet","N-ch MOSFET, 600 V, 0.38 Ω@10V, TO-220SIS, DTMOSⅣ","","N-ch","600","+/-30","9.7","30","700","20","","250","2200","","","","","","","","","0.38","","3","N","TO-220SIS","DTMOSⅣ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK10A60W5","Datasheet","N-ch MOSFET, 600 V, 0.45 Ω@10V, TO-220SIS, DTMOSⅣ","","N-ch","600","+/-30","9.7","30","720","25","","85","380","","","","","","","","","0.45","","3","N","TO-220SIS","DTMOSⅣ","High-speed diode","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK10A80E","Datasheet","N-ch MOSFET, 800 V, 1.0 Ω@10V, TO-220SIS, π-MOSⅧ","","N-ch","800","+/-30","10","50","2000","46","","1200","12000","","","","","","","","","1.0","","3","N","TO-220SIS","π-MOSⅧ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK10A80W","Datasheet","N-ch MOSFET, 800 V, 0.55 Ω@10V, TO-220SIS, DTMOSⅣ","","N-ch","800","+/-20","9.5","40","1150","19","","300","3200","","","","","","","","","0.55","","3","N","TO-220SIS","DTMOSⅣ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK10E60W","Datasheet","N-ch MOSFET, 600 V, 0.38 Ω@10V, TO-220, DTMOSⅣ","","N-ch","600","+/-30","9.7","100","700","20","","250","2200","","","","","","","","","0.38","","3","N","TO-220","DTMOSⅣ","","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK10E80W","Datasheet","N-ch MOSFET, 800 V, 0.55 Ω@10V, TO-220, DTMOSⅣ","","N-ch","800","+/-20","9.5","130","1150","19","","300","3200","","","","","","","","","0.55","","3","N","TO-220","DTMOSⅣ","","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK10J80E","Datasheet","N-ch MOSFET, 800 V, 1.0 Ω@10V, TO-3P(N), π-MOSⅧ","","N-ch","800","+/-30","10","250","2000","46","","1200","12000","","","","","","","","","1.0","","3","N","TO-3P(N)","π-MOSⅧ","","15.5 x 20.0 x 4.5","310.00","10V Gate Drive"
"TK10P50W","Datasheet","N-ch MOSFET, 500 V, 0.43 Ω@10V, DPAK, DTMOSⅣ","","N-ch","500","+/-30","9.7","80","700","20","","250","2200","","","","","","","","","0.43","","3","Y","DPAK","DTMOSⅣ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK10P60W","Datasheet","N-ch MOSFET, 600 V, 0.43 Ω@10V, DPAK, DTMOSⅣ","","N-ch","600","+/-30","9.7","80","700","20","","250","2200","","","","","","","","","0.43","","3","Y","DPAK","DTMOSⅣ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
"TK10Q60W","Datasheet","N-ch MOSFET, 600 V, 0.43 Ω@10V, IPAK, DTMOSⅣ","","N-ch","600","+/-30","9.7","80","700","20","","250","2200","","","","","","","","","0.43","","3","N","IPAK","DTMOSⅣ","","6.65 x 6.1 x 2.3","40.57","10V Gate Drive"
"TK10V60W","Datasheet","N-ch MOSFET, 600 V, 0.38 Ω@10V, DFN 8 x 8, DTMOSⅣ","","N-ch","600","+/-30","9.7","83.3","700","20","","250","2200","","","","","","","","","0.38","","5","Y","DFN 8 x 8","DTMOSⅣ","","8.0 x 8.0 x 0.85","64.00","10V Gate Drive"
"TK110A10PL","Datasheet","N-ch MOSFET, 100 V, 0.0108 Ω@10V, TO-220SIS, U-MOSⅨ-H","","N-ch","100","+/-20","41","36","2040","33","32","45","63","","","","","","0.016","","","0.0108","","3","N","TO-220SIS","U-MOSⅨ-H","High-speed switching","10.0 x 15.0 x 4.5","150.00","Logic-Level Gate Drive"
"TK110A65Z","Datasheet","N-ch MOSFET, 650 V, 0.11 Ω@10V, TO-220SIS, DTMOSⅥ","","N-ch","650","+/-30","24","45","2250","40","","300","3900","","","","","","","","","0.11","","3","N","TO-220SIS","DTMOSⅥ","High-speed switching","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK110E10PL","Datasheet","N-ch MOSFET, 100 V, 0.0107 Ω@10V, TO-220, U-MOSⅨ-H","","N-ch","100","+/-20","64","87","2040","33","32","45","63","","","","","","0.016","","","0.0107","","3","N","TO-220","U-MOSⅨ-H","High-speed switching","10.16 x 15.1 x 4.45","153.42","Logic-Level Gate Drive"
"TK110E65Z","Datasheet","N-ch MOSFET, 650 V, 0.11 Ω@10V, TO-220, DTMOSⅥ","","N-ch","650","+/-30","24","190","2250","40","","300","3900","","","","","","","","","0.11","","3","N","TO-220","DTMOSⅥ","High-speed switching","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK110N65Z","Datasheet","N-ch MOSFET, 650 V, 0.11 Ω@10V, TO-247, DTMOSⅥ","","N-ch","650","+/-30","24","190","2250","40","","300","3900","","","","","","","","","0.11","","3","N","TO-247","DTMOSⅥ","High-speed switching","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK110P10PL","Datasheet","N-ch MOSFET, 100 V, 0.0106 Ω@10V, DPAK, U-MOSⅨ-H","","N-ch","100","+/-20","60","75","2040","33","32","45","63","","","","","","0.016","","","0.0106","","3","Y","DPAK","U-MOSⅨ-H","High-speed switching","6.6 x 10.0 x 2.3","66.00","Logic-Level Gate Drive"
"TK110U65Z","Datasheet","N-ch MOSFET, 650 V, 0.11 Ω@10V, TOLL, DTMOSⅥ","","N-ch","650","+/-30","24","190","2250","40","","300","3900","","","","","","","","","0.11","","9","Y","TOLL","DTMOSⅥ","High-speed switching","9.9 x 11.68 x 2.3","115.63","10V Gate Drive"
"TK110Z65Z","Datasheet","N-ch MOSFET, 650 V, 0.11 Ω@10V, TO-247-4L, DTMOSⅥ","","N-ch","650","+/-30","24","190","2250","40","","300","3900","","","","","","","","","0.11","","4","N","TO-247-4L","DTMOSⅥ","High-speed switching","15.94 x 20.95 x 5.0","333.94","10V Gate Drive"
"TK115A65Z5","Datasheet","N-ch MOSFET, 650 V, 0.115 Ω@10V, TO-220SIS, DTMOSⅥ","New Product","N-ch","650","+/-30","24","45","2280","42","","110","520","","","","","","","","","0.115","","3","N","TO-220SIS","DTMOSⅥ","High-speed diode","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK115E65Z5","Datasheet","N-ch MOSFET, 650 V, 0.115 Ω@10V, TO-220, DTMOSⅥ","New Product","N-ch","650","+/-30","24","190","2280","42","","110","520","","","","","","","","","0.115","","3","N","TO-220","DTMOSⅥ","High-speed diode","10.16 x 15.1 x 4.45","153.42","10V Gate Drive"
"TK115N65Z5","Datasheet","N-ch MOSFET, 650 V, 0.115 Ω@10V, TO-247, DTMOSⅥ","New Product","N-ch","650","+/-30","24","190","2280","42","","110","520","","","","","","","","","0.115","","3","N","TO-247","DTMOSⅥ","High-speed diode","15.94 x 20.95 x 5.02","333.94","10V Gate Drive"
"TK115V65Z5","Datasheet","N-ch MOSFET, 650 V, 0.115 Ω@10V, DFN 8 x 8, DTMOSⅥ","New Product","N-ch","650","+/-30","23","190","2280","42","","110","520","","","","","","","","","0.115","","5","Y","DFN 8 x 8","DTMOSⅥ","High-speed diode","8.0 x 8.0 x 0.85","64.00","10V Gate Drive"
"TK11A45D","Datasheet","N-ch MOSFET, 450 V, 0.62 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","450","+/-30","11","40","1050","20","","","","","","","","","","","","0.62","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK11A50D","Datasheet","N-ch MOSFET, 500 V, 0.6 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","500","+/-30","11","45","1200","24","","","","","","","","","","","","0.6","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK11A55D","Datasheet","N-ch MOSFET, 550 V, 0.63 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","550","+/-30","11","45","1350","25","","","","","","","","","","","","0.63","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK11A65D","Datasheet","N-ch MOSFET, 650 V, 0.7 Ω@10V, TO-220SIS, π-MOSⅦ","","N-ch","650","+/-30","11","45","1700","30","","1300","14000","","","","","","","","","0.7","","3","N","TO-220SIS","π-MOSⅦ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK11A65W","Datasheet","N-ch MOSFET, 650 V, 0.39 Ω@10V, TO-220SIS, DTMOSⅣ","","N-ch","650","+/-30","11.1","35","890","25","","230","2300","","","","","","","","","0.39","","3","N","TO-220SIS","DTMOSⅣ","","10.0 x 15.0 x 4.5","150.00","10V Gate Drive"
"TK11P65W","Datasheet","N-ch MOSFET, 650 V, 0.44 Ω@10V, DPAK, DTMOSⅣ","","N-ch","650","+/-30","11.1","100","890","25","","230","2300","","","","","","","","","0.44","","3","Y","DPAK","DTMOSⅣ","","6.6 x 10.0 x 2.3","66.00","10V Gate Drive"
